DAMAGE,STRUCTURETYPE,dnbr,dndvi,Slope,Wind,NLCD,Longitude,Latitude,Damage_Code
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0700000,9.8900003,2.8000000,2,-118.541566547458231,34.049225781773885,1
Destroyed (>50%),Single Family Residence Multi Story,0.1100000,0.1600000,8.3199997,2.8000000,2,-118.541411479375498,34.049307792265985,1
Affected (1-9%),Single Family Residence Single Story,0.0900000,0.0500000,8.3199997,2.8000000,3,-118.541272041978814,34.049423699756844,1
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.1800000,5.8000002,2.8000000,2,-118.541579532605624,34.049626519249244,1
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.2100000,7.4499998,2.8000000,2,-118.541840985472405,34.049577169795903,1
Destroyed (>50%),Utility Misc Structure,0.2500000,0.3100000,5.8000002,2.8000000,3,-118.541746538400105,34.049699425063025,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1200000,7.4499998,2.8000000,2,-118.542054227554630,34.049554152247786,1
No Damage,Single Family Residence Multi Story,0.0800000,0.0700000,11.6000004,2.8399999,2,-118.533750802939394,34.051877048724911,2
No Damage,Single Family Residence Multi Story,-0.0300000,0.0100000,11.6000004,2.8399999,2,-118.534151841425015,34.051797026464278,2
No Damage,Single Family Residence Multi Story,0.1100000,0.0700000,6.5400000,2.7200000,2,-118.533386776840231,34.051896315206371,2
Destroyed (>50%),Utility Misc Structure,0.0800000,0.1600000,11.8699999,2.8399999,2,-118.534629893378124,34.051426125768401,1
No Damage,Utility Misc Structure,0.0100000,0.1100000,6.5400000,2.1400001,3,-118.528727527176869,34.057255949921441,2
No Damage,Utility Misc Structure,0.0700000,0.1000000,10.9099998,2.8399999,2,-118.534623772257774,34.052110927110292,2
No Damage,Commercial Building Single Story,0.0900000,0.1000000,12.7799997,2.1400001,1,-118.528441655405686,34.056968441867781,2
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0700000,11.8699999,2.8399999,2,-118.534622829026731,34.051773658961515,1
Affected (1-9%),Commercial Building Single Story,0.1500000,0.1700000,4.0000000,2.5999999,2,-118.528352588343566,34.055476216587586,1
Destroyed (>50%),Single Family Residence Multi Story,0.1300000,0.1700000,11.8699999,2.8399999,2,-118.534831527430157,34.051598328801475,1
No Damage,Utility Misc Structure,0.0100000,0.0200000,13.5000000,2.2800000,3,-118.528886497541123,34.055697515432328,2
Affected (1-9%),Commercial Building Single Story,0.1200000,0.2400000,5.0999999,2.8499999,2,-118.528380585237770,34.055919083116628,1
Destroyed (>50%),Commercial Building Single Story,0.2800000,0.3200000,13.6000004,2.1400001,1,-118.529170318458540,34.057075415491788,1
Destroyed (>50%),Single Family Residence Single Story,-0.0200000,-0.0100000,8.8599997,2.8399999,3,-118.535542976067234,34.050805618253520,1
No Damage,Commercial Building Single Story,0.0700000,0.0700000,7.1999998,2.1400001,3,-118.528950511488304,34.056667040113076,2
No Damage,Commercial Building Single Story,0.1500000,0.1200000,10.1000004,2.1400001,3,-118.528909529446722,34.056476472797002,2
No Damage,Commercial Building Single Story,0.0600000,0.1000000,10.1000004,2.1400001,3,-118.528951023528023,34.056254577614091,2
Minor (10-25%),Commercial Building Single Story,0.1100000,0.0700000,12.2900000,2.1400001,3,-118.528873307577825,34.056136491382922,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.0900000,5.4200001,2.5000000,2,-118.541145233996687,34.050776642240081,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0400000,4.9899998,3.2200000,3,-118.527799642048549,34.038550467524402,1
Destroyed (>50%),Utility Misc Structure,0.1200000,0.1500000,5.6300001,3.2200000,2,-118.527476156019773,34.038504226936702,1
Destroyed (>50%),Single Family Residence Single Story,-0.0500000,-0.0300000,4.5700002,3.2200000,3,-118.527257297670502,34.040286299574596,1
Destroyed (>50%),Utility Misc Structure,0.2200000,0.2600000,4.5700002,3.2200000,2,-118.527117428184155,34.040389454721065,1
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0300000,3.4900000,3.2200000,2,-118.526852200596508,34.040080713192353,2
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0600000,3.9400001,3.2200000,2,-118.526519281358944,34.039725677021991,1
Destroyed (>50%),Single Family Residence Multi Story,0.0000000,0.0500000,3.8399999,3.2200000,2,-118.526176042275367,34.039408102361989,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0600000,2.9700000,3.2200000,2,-118.526031486278228,34.039168396812968,1
Destroyed (>50%),Utility Misc Structure,0.0700000,0.0600000,5.6300001,3.2200000,2,-118.525851327351347,34.039275145757820,1
No Damage,Commercial Building Single Story,0.0200000,0.0300000,7.8499999,3.2300000,2,-118.553269849285371,34.076903912426239,2
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0700000,3.2800000,3.2300000,2,-118.553406751636345,34.076225603254549,2
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0600000,8.2500000,3.0400000,2,-118.553498070774893,34.075749085778121,2
No Damage,Single Family Residence Multi Story,0.0400000,0.0400000,6.9299998,3.1700001,2,-118.553395306201324,34.075571489658401,2
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0700000,10.7200003,3.1700001,2,-118.553375461518371,34.075398975945738,2
No Damage,Single Family Residence Multi Story,-0.0500000,-0.0200000,7.7600002,3.1700001,2,-118.553189142843607,34.075271782852262,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0500000,7.7600002,3.1700001,2,-118.553006349158011,34.075155733618161,2
No Damage,Single Family Residence Multi Story,-0.0500000,-0.0800000,8.9600000,3.1700001,2,-118.552852720176418,34.075012849770772,2
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0400000,10.8900003,3.1700001,2,-118.552735593338099,34.074859716722806,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0400000,9.0900002,3.1700001,2,-118.552617058839743,34.074684337590028,2
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0300000,9.3199997,3.1700001,2,-118.552542185159126,34.074499691280899,2
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0200000,9.3199997,3.1700001,2,-118.552432778442338,34.074334744216060,2
No Damage,Single Family Residence Multi Story,0.0300000,-0.0200000,9.4399996,3.1700001,2,-118.552225096033510,34.074170956860463,2
No Damage,Single Family Residence Multi Story,0.0100000,0.0100000,7.8400002,3.1700001,2,-118.552188349548530,34.074007070224610,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0500000,6.6700001,3.1700001,2,-118.552163972864918,34.073713864952445,2
No Damage,Single Family Residence Multi Story,-0.0400000,-0.0900000,4.5900002,3.1700001,2,-118.552828813311820,34.075645011569861,2
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0200000,5.7199998,3.1700001,2,-118.552575757896264,34.075540766096829,2
No Damage,Single Family Residence Multi Story,0.0100000,-0.0100000,9.2600002,3.1700001,2,-118.552338961987346,34.075376867229693,2
No Damage,Single Family Residence Multi Story,0.0100000,-0.0200000,9.2600002,3.1700001,2,-118.552121024411235,34.075189880818940,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0500000,11.0400000,3.1700001,2,-118.551903516229828,34.075006871841303,2
No Damage,Single Family Residence Multi Story,0.0600000,0.0100000,10.4399996,3.1700001,2,-118.551739506316807,34.074798975948902,2
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0800000,1.0400000,3.2200000,3,-118.527656224216869,34.039846301395862,1
Destroyed (>50%),Single Family Residence Single Story,0.1000000,0.1500000,4.5700002,3.2200000,3,-118.527190887916532,34.040204941370888,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0800000,5.6300001,3.2200000,3,-118.527063959560166,34.040152209904491,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.0300000,4.7300000,3.2200000,2,-118.526753277219100,34.039971295147033,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0800000,0.9300000,3.2200000,2,-118.526657419791761,34.039849395070668,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.1100000,3.9400001,3.2200000,2,-118.526416454801662,34.039631427688924,1
Destroyed (>50%),Single Family Residence Multi Story,0.1500000,0.1600000,0.9300000,3.2200000,2,-118.526307931128841,34.039520808362070,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0400000,-0.0700000,2.9700000,3.2200000,2,-118.526158972488389,34.039279167711022,1
Affected (1-9%),Single Family Residence Multi Story,-0.0100000,-0.0800000,4.8699999,3.2300000,3,-118.552792407288294,34.076100616079692,1
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0000000,6.1100001,3.2300000,2,-118.552623583303671,34.076026927891881,2
Affected (1-9%),Single Family Residence Multi Story,0.0700000,0.0500000,5.2900000,3.2300000,2,-118.552445945049513,34.075948900964576,1
No Damage,Single Family Residence Multi Story,0.0100000,-0.0300000,8.1800003,3.2300000,2,-118.552281764456581,34.075859169723195,2
No Damage,Single Family Residence Multi Story,0.0200000,0.0300000,8.1800003,3.2300000,2,-118.552127004496029,34.075782814571205,2
No Damage,Single Family Residence Multi Story,-0.0000000,0.0100000,8.6099997,3.1700001,2,-118.551943983536745,34.075696427017185,2
No Damage,Single Family Residence Multi Story,-0.0200000,0.0100000,7.5700002,3.1700001,2,-118.551781822356602,34.075633447926478,2
No Damage,Single Family Residence Multi Story,-0.0800000,-0.0900000,7.5700002,3.1700001,2,-118.551636482130164,34.075555825412863,2
No Damage,Single Family Residence Multi Story,-0.0600000,-0.0100000,7.5700002,3.1700001,2,-118.551540934621556,34.075440455908591,2
No Damage,Single Family Residence Multi Story,0.0300000,0.0700000,6.2199998,3.1700001,2,-118.551389791278339,34.075332707818013,2
No Damage,Single Family Residence Multi Story,0.0000000,0.0700000,6.2199998,3.1700001,2,-118.551309029141066,34.075206214801533,2
No Damage,Single Family Residence Multi Story,0.0000000,-0.0500000,6.6199999,3.1700001,2,-118.551240467921929,34.075079128565910,2
No Damage,Single Family Residence Multi Story,0.0400000,0.0500000,6.6199999,3.1700001,2,-118.551127401468676,34.074951418600975,2
No Damage,Single Family Residence Multi Story,0.0100000,-0.0200000,7.9499998,3.1700001,2,-118.551064796079942,34.074848871009628,2
No Damage,Single Family Residence Multi Story,0.0100000,0.0500000,7.9499998,3.1700001,2,-118.551017462949332,34.074703073565402,2
No Damage,Single Family Residence Multi Story,0.0100000,-0.0100000,5.6500001,3.1700001,2,-118.550961253565362,34.074577255979825,2
No Damage,Single Family Residence Multi Story,0.0000000,-0.0300000,5.6500001,3.4200001,2,-118.550915518537622,34.074453171922571,2
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0500000,5.6500001,3.4200001,2,-118.550801959807600,34.074327106929616,2
No Damage,Infrastructure,0.0400000,0.0800000,3.3800001,3.4200001,2,-118.550270280228602,34.074510435843479,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0700000,4.5900002,3.1700001,2,-118.552693993255616,34.075616068603019,2
No Damage,Single Family Residence Multi Story,0.0300000,-0.0100000,5.7199998,3.1700001,2,-118.552479124324506,34.075483383076346,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0700000,9.2600002,3.1700001,2,-118.552240398834385,34.075290247109756,2
No Damage,Single Family Residence Multi Story,0.0400000,-0.0800000,11.0400000,3.1700001,2,-118.552034741228198,34.075109960930213,2
No Damage,Single Family Residence Multi Story,0.0000000,-0.0400000,11.0400000,3.1700001,2,-118.551858782823587,34.074891038771568,2
No Damage,Single Family Residence Multi Story,-0.0400000,-0.0800000,10.4399996,3.1700001,2,-118.551726853546057,34.074681182683570,2
No Damage,Single Family Residence Multi Story,0.0300000,-0.0400000,10.4399996,3.1700001,2,-118.551649460989353,34.074612165354097,2
No Damage,Single Family Residence Multi Story,0.0400000,0.0100000,11.1000004,3.1700001,2,-118.551587120603600,34.074463190265362,2
Destroyed (>50%),Single Family Residence Multi Story,0.2200000,0.2800000,1.3099999,3.1199999,2,-118.520059698271808,34.041756645689397,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.1600000,1.3099999,3.1199999,3,-118.519887211855746,34.041605463838984,1
Affected (1-9%),Single Family Residence Multi Story,0.0200000,0.0300000,0.0000000,3.1199999,2,-118.519704556510717,34.041455904453329,1
No Damage,Single Family Residence Multi Story,-0.0600000,-0.0400000,4.6599998,3.4200001,3,-118.550027947104311,34.074176579175820,2
Affected (1-9%),Single Family Residence Multi Story,0.0500000,-0.0000000,7.5200000,3.4200001,3,-118.549506432861037,34.073429188945020,1
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0400000,8.5799999,3.1500001,2,-118.549711772463610,34.072544919408287,2
No Damage,Single Family Residence Multi Story,0.0500000,0.0300000,6.7399998,3.1500001,2,-118.550120327153124,34.073021256236380,2
No Damage,Single Family Residence Multi Story,0.0000000,-0.0200000,7.6199999,3.4200001,2,-118.550539657134507,34.073420513567470,2
No Damage,Single Family Residence Multi Story,0.0400000,-0.0200000,11.2600002,3.1700001,2,-118.551452790129261,34.074254627082063,2
Affected (1-9%),Utility Misc Structure,0.1400000,0.1400000,9.4499998,3.4400001,2,-118.546402917946068,34.076470373053674,1
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0300000,4.6900001,3.4200001,2,-118.549930160095712,34.073751095499077,2
Affected (1-9%),Single Family Residence Multi Story,-0.0400000,-0.0900000,6.9000001,3.4200001,2,-118.549750389241098,34.073632677972455,1
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0400000,8.5799999,3.1500001,2,-118.549606465657789,34.072433332535617,2
Affected (1-9%),Single Family Residence Multi Story,0.0800000,-0.0000000,7.9400001,3.1500001,2,-118.549760597695936,34.072708922720309,1
Affected (1-9%),Single Family Residence Multi Story,0.0600000,0.0400000,9.0100002,3.1700001,2,-118.551064310091377,34.073458429552048,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0100000,0.0300000,10.1199999,3.1700001,2,-118.551211733510925,34.073804387201299,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,-0.0000000,11.2600002,3.1700001,2,-118.551282893556191,34.074038714034458,1
No Damage,Single Family Residence Multi Story,-0.0400000,-0.0700000,4.6900001,3.4200001,2,-118.550009275621107,34.073849685121843,2
No Damage,Single Family Residence Multi Story,-0.0700000,-0.0600000,7.5200000,3.4200001,3,-118.549387150066053,34.073372838783655,2
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0100000,6.6700001,3.1500001,3,-118.549120426783432,34.073167676406385,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0200000,7.5999999,3.1500001,3,-118.548888607541244,34.072911997527399,2
No Damage,Single Family Residence Multi Story,-0.0200000,0.0000000,6.8699999,3.1500001,2,-118.548670249553538,34.072548177080250,2
No Damage,Single Family Residence Multi Story,0.0600000,0.0100000,5.9000001,3.1500001,2,-118.548441174664532,34.072326263706074,2
No Damage,Single Family Residence Multi Story,0.0200000,0.0000000,5.9000001,3.3800001,2,-118.548210261822419,34.072114320004374,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.1000000,9.0699997,3.1500001,2,-118.549544391173342,34.072300332476807,2
No Damage,Single Family Residence Multi Story,0.0300000,-0.0200000,6.7399998,3.1500001,2,-118.549984184776861,34.072938958399696,2
Affected (1-9%),Single Family Residence Multi Story,0.0200000,-0.0100000,7.8400002,3.1500001,2,-118.550325961403118,34.073248484344006,1
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0600000,4.3699999,3.4200001,2,-118.550679730538462,34.074040195512325,2
Affected (1-9%),Single Family Residence Multi Story,0.0500000,0.0300000,9.0100002,3.1700001,2,-118.550977287594861,34.073364821922794,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0300000,13.5699997,3.1700001,2,-118.551260305418381,34.073949166791557,1
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0500000,11.2600002,3.1700001,2,-118.551357622608052,34.074158191316364,2
Destroyed (>50%),Single Family Residence Multi Story,0.2300000,0.3100000,0.9900000,3.2300000,2,-118.521358434898843,34.038363295641247,1
Destroyed (>50%),Utility Misc Structure,0.2900000,0.3300000,0.9900000,3.2300000,2,-118.521468212619837,34.038445400755677,1
No Damage,Utility Misc Structure,0.2000000,0.2000000,2.0100000,3.2300000,2,-118.520728582934055,34.037882642992884,2
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.1400000,1.3900000,3.2300000,2,-118.521461145573483,34.038131814277961,1
Destroyed (>50%),Single Family Residence Multi Story,0.1300000,0.1600000,1.9100000,3.2300000,3,-118.521313220893958,34.038566853232936,1
Destroyed (>50%),Single Family Residence Multi Story,0.2900000,0.3400000,1.1799999,3.2300000,2,-118.521578993759022,34.038610536778037,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.0700000,2.3199999,3.2300000,2,-118.519804777055384,34.038391279888764,1
