DAMAGE,STRUCTURETYPE,dnbr,dndvi,Slope,Wind,NLCD,Longitude,Latitude,Damage_Code
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0600000,0.3300000,3.2200000,2,-118.527409770520279,34.039811197558357,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0100000,5.6300001,3.2200000,2,-118.527013179593766,34.038640425858929,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1300000,5.6300001,3.2200000,2,-118.527040361715919,34.038489560034570,1
Destroyed (>50%),Single Family Residence Single Story,0.2000000,0.2700000,6.0900002,3.2200000,2,-118.527198778717974,34.038593411145655,1
Destroyed (>50%),Utility Misc Structure,0.0900000,0.1400000,6.0900002,3.2200000,2,-118.527170438667355,34.038646535879018,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,-0.0600000,2.9700000,3.3199999,3,-118.527637949788996,34.038176865513897,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0700000,2.7900000,3.3199999,3,-118.527110270407960,34.038069378227682,1
Destroyed (>50%),Utility Misc Structure,0.0700000,0.0200000,5.7300000,3.3199999,3,-118.527078707202165,34.038236393107589,1
Destroyed (>50%),Single Family Residence Multi Story,0.2300000,0.1900000,2.0999999,3.2200000,2,-118.526823732086825,34.038917232103493,1
Destroyed (>50%),Utility Misc Structure,0.1900000,0.1900000,2.0999999,3.2200000,2,-118.526964082171830,34.039010524193984,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.1400000,0.0000000,3.2200000,2,-118.526752169596321,34.039267925149211,1
Destroyed (>50%),Utility Misc Structure,0.1900000,0.2900000,0.7300000,3.2200000,2,-118.526915342279565,34.039145558815882,1
No Damage,Single Family Residence Single Story,0.0800000,0.0700000,0.4600000,3.2200000,2,-118.527146533599307,34.039599951173763,2
No Damage,Utility Misc Structure,0.1900000,0.2600000,0.7300000,3.2200000,2,-118.527228123085038,34.039470792752809,2
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0400000,5.3699999,3.2200000,2,-118.527125908280453,34.038389768011591,1
Destroyed (>50%),Utility Misc Structure,0.1000000,0.0700000,5.3699999,3.2200000,2,-118.527287993103783,34.038447296742163,1
Destroyed (>50%),Utility Misc Structure,0.1300000,0.1500000,7.8499999,2.7700000,2,-118.512981397837763,34.054529121410972,1
Destroyed (>50%),Utility Misc Structure,0.1400000,0.1800000,7.0200000,2.7700000,2,-118.512796164327824,34.054414498049589,1
Destroyed (>50%),Utility Misc Structure,0.0500000,-0.0200000,4.3099999,2.7900000,2,-118.513230435089000,34.056602259211296,1
No Damage,Utility Misc Structure,0.0400000,0.0200000,7.4099998,2.7500000,2,-118.528408465350921,34.050209752095135,2
No Damage,Utility Misc Structure,0.0100000,0.0200000,10.6400003,2.7900000,3,-118.527656543118738,34.053148186503662,2
Affected (1-9%),Utility Misc Structure,0.0700000,0.0200000,13.6700001,2.7900000,3,-118.527594188359942,34.052724547974989,1
No Damage,Utility Misc Structure,-0.0100000,-0.0200000,10.4799995,2.5999999,2,-118.527158528803341,34.054628802154305,2
No Damage,Utility Misc Structure,0.1400000,0.1800000,10.3299999,2.5999999,2,-118.527367862315671,34.054560471814888,2
Affected (1-9%),Utility Misc Structure,0.0900000,0.1300000,10.3299999,2.5999999,2,-118.527614242350339,34.054503728788575,1
Affected (1-9%),Utility Misc Structure,0.0900000,0.0400000,1.7700000,2.2800000,2,-118.528486106740942,34.053918862052399,1
No Damage,Commercial Building Single Story,0.0700000,-0.0100000,1.7700000,2.5999999,2,-118.528221433413790,34.054357530903275,2
No Damage,Commercial Building Single Story,0.0400000,0.0200000,4.9200001,2.5999999,2,-118.528153499218803,34.054531788089882,2
Destroyed (>50%),Multi Family Residence Multi Story,0.0800000,0.0800000,3.3000000,2.8000000,3,-118.540326407038805,34.049143626062786,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.0800000,5.2800002,2.8000000,2,-118.540595783944710,34.049090335970142,1
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.0900000,3.2500000,2.8000000,3,-118.539910664928698,34.049106739738534,1
Destroyed (>50%),Single Family Residence Single Story,0.1900000,0.2200000,3.3499999,2.8000000,3,-118.540216536791363,34.049374074048664,1
Destroyed (>50%),Multi Family Residence Multi Story,0.1000000,0.1100000,5.4200001,2.8000000,3,-118.541155723624271,34.048911742424742,1
Destroyed (>50%),Multi Family Residence Multi Story,0.0500000,0.0800000,4.2600002,2.8000000,2,-118.540922528163023,34.049020464172571,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,-0.0200000,2.3900001,3.1400001,2,-118.548594638356093,34.044004140907326,1
No Damage,Commercial Building Single Story,0.0500000,0.0200000,3.5300000,2.5999999,2,-118.528309156596279,34.054588147804452,2
Major (26-50%),Commercial Building Single Story,0.0000000,0.0200000,1.7700000,2.5999999,2,-118.528348297989822,34.054419432491393,1
No Damage,School,-0.0500000,-0.0500000,3.5500000,2.7500000,3,-118.531835941503402,34.047143043424562,2
No Damage,School,-0.0300000,-0.0300000,1.7700000,2.7500000,3,-118.531948203964419,34.047560255845511,2
No Damage,School,-0.0500000,-0.0500000,0.6600000,2.7500000,3,-118.531874706502862,34.047959212600460,2
No Damage,School,-0.0800000,-0.0400000,3.8399999,2.7500000,3,-118.532244040747102,34.047412997982036,2
Affected (1-9%),School,-0.0400000,-0.0300000,1.1799999,2.7500000,3,-118.531453387651396,34.047950708041000,1
No Damage,School,-0.0500000,-0.0900000,0.9300000,2.7500000,3,-118.531075681108788,34.047880843491804,2
No Damage,School,-0.0800000,-0.0900000,2.7100000,2.6199999,3,-118.531783404432360,34.048383107910688,2
No Damage,School,-0.0100000,-0.0700000,1.4700000,2.9000001,3,-118.530693609652133,34.047843798078574,2
Destroyed (>50%),School,-0.0200000,-0.0700000,0.3300000,2.7900000,3,-118.530868143328689,34.048453584614848,1
No Damage,School,0.0300000,0.0000000,2.3699999,2.9000001,3,-118.530036494716725,34.047798686477584,2
No Damage,School,-0.0000000,-0.0400000,3.1099999,2.7500000,3,-118.531020428430523,34.047046707061227,2
No Damage,School,-0.0100000,-0.0100000,0.7300000,2.9000001,3,-118.530716334333832,34.047430732921065,2
Destroyed (>50%),School,0.0000000,-0.0300000,2.2000000,2.6199999,3,-118.531501482553438,34.048283812077038,1
No Damage,School,-0.0200000,-0.0700000,0.6600000,2.9000001,3,-118.530824341475451,34.047201582218698,2
Destroyed (>50%),School,-0.0400000,-0.0500000,2.2000000,2.6199999,3,-118.531466728531754,34.048371742999819,1
No Damage,School,-0.0200000,-0.0400000,0.9900000,2.9000001,3,-118.530438921997714,34.047190625782846,2
Destroyed (>50%),School,-0.0400000,-0.0600000,0.9300000,2.6199999,3,-118.531248274424343,34.048291011077289,1
No Damage,School,0.0500000,0.0100000,0.9900000,2.9000001,3,-118.530505005663258,34.047249144447512,2
Destroyed (>50%),School,-0.0500000,-0.0900000,0.9300000,2.6199999,3,-118.531148976449415,34.048307466357983,1
No Damage,School,0.0500000,-0.0100000,0.9900000,2.9000001,3,-118.530524879990637,34.047138023706438,2
No Damage,School,-0.0500000,-0.0900000,0.9300000,2.6199999,3,-118.530988859834864,34.048269414074802,2
No Damage,School,-0.0100000,-0.0300000,1.4700000,2.9000001,3,-118.530439656819610,34.046821727270476,2
No Damage,Utility Misc Structure,0.0100000,0.0400000,0.4600000,2.9000001,3,-118.530307132857331,34.046808551204023,2
No Damage,School,0.0100000,-0.0100000,0.3300000,2.7900000,3,-118.530908801078425,34.048299753038577,2
No Damage,School,0.0200000,-0.0500000,0.3300000,2.9000001,3,-118.530754890025818,34.048250387926750,2
No Damage,Utility Misc Structure,-0.0100000,0.0300000,2.9400001,2.9000001,3,-118.530329598824309,34.046715342868424,2
No Damage,School,-0.0500000,-0.0300000,1.0400000,2.9000001,3,-118.530670487915003,34.048258101250660,2
No Damage,Utility Misc Structure,0.0100000,0.0200000,2.9400001,2.9000001,3,-118.530384120273823,34.046653304653418,2
No Damage,School,-0.0100000,-0.0100000,1.6700000,2.9000001,3,-118.530525265367871,34.048186111192919,2
No Damage,Utility Misc Structure,-0.0100000,-0.0400000,3.0999999,2.9000001,3,-118.530437021162541,34.046600191634354,2
No Damage,Utility Misc Structure,-0.0700000,-0.0600000,1.3500000,2.7900000,3,-118.530044531045277,34.048643144306510,2
No Damage,Utility Misc Structure,-0.0800000,-0.0900000,1.3500000,2.7900000,3,-118.529962324416971,34.048705602345024,2
No Damage,Utility Misc Structure,0.0300000,0.0400000,4.1500001,2.9000001,3,-118.529791056116508,34.047916095829756,2
No Damage,Utility Misc Structure,0.1000000,0.1400000,3.4900000,2.9000001,3,-118.529718199153692,34.047974101159774,2
No Damage,Utility Misc Structure,0.0800000,0.0800000,4.1500001,2.9000001,3,-118.529760002255472,34.047775249395578,2
Destroyed (>50%),Utility Misc Structure,0.0900000,0.0900000,4.1500001,2.9000001,3,-118.529791238474516,34.047702273450021,1
No Damage,Utility Misc Structure,0.0800000,0.0300000,4.9200001,2.9000001,3,-118.529802461127360,34.047613741911462,2
No Damage,Utility Misc Structure,0.0400000,0.0300000,4.9200001,2.9000001,3,-118.529791472934804,34.047588001853434,2
No Damage,Utility Misc Structure,0.0500000,-0.0200000,2.3900001,2.9000001,3,-118.529879275168952,34.047513767101108,2
No Damage,Utility Misc Structure,0.0700000,0.0700000,4.9200001,2.9000001,3,-118.529827236662868,34.047482749779967,2
Destroyed (>50%),Utility Misc Structure,-0.0800000,-0.1000000,5.2500000,2.6199999,3,-118.531201581792445,34.048764937959952,1
Destroyed (>50%),Utility Misc Structure,-0.0300000,-0.0500000,5.2500000,2.6199999,2,-118.531133969194272,34.048926426876463,1
Destroyed (>50%),Single Family Residence Single Story,0.1800000,0.1700000,5.0900002,3.1099999,2,-118.548282981342950,34.044106380447118,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,-0.0100000,5.0000000,3.1099999,2,-118.548118040775336,34.044192154855430,1
Destroyed (>50%),Utility Misc Structure,0.2200000,0.2500000,5.0900002,3.1099999,2,-118.548257353306198,34.044241659290044,1
No Damage,Single Family Residence Single Story,0.0300000,-0.0400000,0.1500000,3.2300000,3,-118.520389314404028,34.038457409413930,2
Destroyed (>50%),Single Family Residence Single Story,-0.0600000,-0.1000000,3.6700001,3.1099999,3,-118.547946548794329,34.044305615222356,1
Destroyed (>50%),Utility Misc Structure,0.0000000,-0.0900000,3.6700001,3.1099999,2,-118.547943336418911,34.044411900671996,1
Destroyed (>50%),Single Family Residence Multi Story,0.1300000,0.0700000,3.7400000,3.1099999,2,-118.547755032467364,34.044352519583136,1
Destroyed (>50%),Single Family Residence Single Story,0.1400000,0.1600000,1.3500000,3.3199999,2,-118.527629904477308,34.037538903689011,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0900000,3.9500000,3.1099999,3,-118.547554264391238,34.044424216645318,1
No Damage,Infrastructure,0.0200000,-0.0400000,3.2300000,3.6400001,3,-118.550414316101225,34.062260611294086,2
No Damage,Single Family Residence Multi Story,0.0200000,-0.0300000,6.4299998,3.2700000,2,-118.550964147937236,34.062749812649898,2
No Damage,Single Family Residence Single Story,0.0200000,0.0100000,11.0400000,3.0400000,3,-118.551502301674461,34.059789084787951,2
Destroyed (>50%),Utility Misc Structure,0.2500000,0.3400000,3.9500000,3.1099999,3,-118.547618153472527,34.044563263606115,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1200000,3.9500000,3.1099999,2,-118.547414662602833,34.044486583259342,1
Destroyed (>50%),Utility Misc Structure,0.2000000,0.2000000,3.7100000,3.1099999,2,-118.547433617953658,34.044606198228138,1
No Damage,Single Family Residence Single Story,-0.0400000,-0.0500000,8.8599997,2.9700000,3,-118.543676296598520,34.049008250837069,2
Destroyed (>50%),Single Family Residence Single Story,0.1000000,0.1100000,8.3199997,2.9700000,3,-118.543453227845490,34.048905895885078,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.1300000,8.3199997,2.8000000,3,-118.543225253392663,34.048858267597829,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0500000,9.4899998,2.8000000,3,-118.543039153906818,34.048832214563603,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0300000,10.3299999,2.8000000,3,-118.542868517121974,34.048886969617165,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0800000,10.3299999,2.8000000,3,-118.542710063288993,34.048948287940874,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0100000,0.0600000,9.3199997,2.8000000,3,-118.542544139066123,34.049008733148021,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.2100000,7.5200000,2.8000000,3,-118.542437977962493,34.049126111796760,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0900000,6.1500001,2.8000000,3,-118.542285967745030,34.049570599095979,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.1000000,5.0100002,2.8000000,3,-118.542725962571225,34.049333640470373,1
Destroyed (>50%),Single Family Residence Single Story,0.1400000,0.2100000,6.9000001,2.8000000,3,-118.542885143141277,34.049275974729149,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1800000,4.5999999,2.8000000,3,-118.543033958949508,34.049229154221017,1
Destroyed (>50%),Single Family Residence Single Story,0.1600000,0.1800000,3.5500000,3.1400001,2,-118.548992786063039,34.043454017507614,1
Destroyed (>50%),Single Family Residence Single Story,0.1800000,0.1700000,3.5300000,3.1400001,2,-118.549192274039910,34.043436485690513,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.0600000,2.3699999,3.1400001,2,-118.549383147173131,34.043422465742452,1
Affected (1-9%),Single Family Residence Multi Story,0.0700000,0.0300000,1.3900000,3.1400001,2,-118.549061061617905,34.043915420164133,1
Major (26-50%),Single Family Residence Single Story,0.0900000,0.0100000,1.3900000,3.1400001,2,-118.549250569311951,34.043899602685158,1
No Damage,Single Family Residence Single Story,-0.0000000,-0.0800000,3.2300000,3.1400001,2,-118.549418849815751,34.043836678119362,2
No Damage,Single Family Residence Single Story,0.0500000,-0.0200000,6.2500000,3.1400001,2,-118.549643366653058,34.043786712693738,2
No Damage,Single Family Residence Multi Story,0.0700000,-0.0200000,2.0000000,3.1400001,2,-118.549847447715948,34.043696377964075,2
Destroyed (>50%),Utility Misc Structure,-0.0200000,-0.1300000,10.7200003,3.1400001,2,-118.549932188491667,34.043906641277552,1
Affected (1-9%),Single Family Residence Multi Story,0.0200000,0.0000000,5.5999999,3.1400001,2,-118.550028470822099,34.043581821836156,1
No Damage,Single Family Residence Multi Story,-0.0400000,-0.0500000,4.6900001,3.1400001,2,-118.550192863417436,34.043457530867556,2
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0200000,4.6900001,3.1400001,2,-118.550292106595009,34.043300004170447,1
Destroyed (>50%),Utility Misc Structure,0.1900000,0.1100000,13.7600002,3.1400001,2,-118.550480044033932,34.043456101704088,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.0600000,2.7100000,3.2300000,3,-118.550390978768476,34.043174082643922,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0100000,7.9699998,3.2300000,2,-118.550472261030322,34.043029314490326,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0100000,2.8199999,3.2300000,3,-118.550044994433421,34.042877399479998,1
Destroyed (>50%),Single Family Residence Multi Story,0.1400000,0.0800000,2.0999999,3.2300000,2,-118.549966917360493,34.043038691932772,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.1100000,2.8199999,3.2300000,2,-118.549859035084751,34.043178760936328,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0100000,1.6400000,3.2300000,2,-118.549705227338478,34.043258771233049,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.1000000,2.3699999,3.1400001,2,-118.549554058842418,34.043373920305278,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0400000,4.8400002,3.1099999,2,-118.547197808394898,34.044562126989469,1
Destroyed (>50%),Single Family Residence Multi Story,0.1600000,0.1500000,4.2800002,2.8000000,3,-118.543192669700630,34.049505768113050,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0600000,4.9600000,2.8000000,3,-118.543148965763805,34.049642419766158,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0400000,-0.0300000,3.6700001,2.8000000,3,-118.543195040354718,34.049777767928859,1
Minor (10-25%),Utility Misc Structure,0.2300000,0.2800000,4.9600000,2.8000000,3,-118.542984549812275,34.049801362248999,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0000000,-0.0400000,4.1100001,2.8000000,3,-118.543213162068909,34.049268802607514,1
Destroyed (>50%),Utility Misc Structure,0.0900000,0.0700000,4.0599999,2.8000000,3,-118.543268407560632,34.049403174840172,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0900000,0.4600000,3.0999999,2,-118.521579527358270,34.042401924908511,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,0.1100000,0.4600000,3.0999999,2,-118.521745031169544,34.042528729652958,1
Destroyed (>50%),Single Family Residence Multi Story,0.1800000,0.1600000,0.3300000,3.0999999,2,-118.521947617435785,34.042685969714228,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0900000,0.3300000,3.0999999,2,-118.522059876303629,34.042817123338374,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,0.0500000,0.7300000,3.0999999,2,-118.522227259390547,34.042944848235884,1
Destroyed (>50%),Utility Misc Structure,0.3000000,0.4600000,1.6400000,3.0999999,2,-118.522435584993104,34.042946669685705,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.1400000,1.6400000,3.0999999,2,-118.522417312361910,34.043086517766554,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0700000,1.6400000,3.0999999,2,-118.522575962925913,34.043224620097433,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.1100000,1.6700000,2.9300001,2,-118.522742089269727,34.043369000107731,1
Destroyed (>50%),Utility Misc Structure,0.2300000,0.2800000,1.6400000,2.9300001,2,-118.523001611656994,34.043418429098622,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,0.0000000,2.5599999,2.9300001,2,-118.522906160268150,34.043515690351562,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.1300000,3.2500000,2.9300001,2,-118.523100641933951,34.043656832670280,1
Destroyed (>50%),Utility Misc Structure,0.2600000,0.3600000,3.2300000,2.9300001,2,-118.523310087735666,34.043658348175349,1
Destroyed (>50%),Single Family Residence Single Story,0.2000000,0.2900000,2.2000000,2.9300001,2,-118.523279407573796,34.043813038966960,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1100000,2.2000000,2.9300001,2,-118.523414475564906,34.043953464724638,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,0.1100000,1.6700000,2.9300001,2,-118.523765108681573,34.044095966987072,1
Destroyed (>50%),Utility Misc Structure,0.2100000,0.2500000,2.0000000,2.9300001,2,-118.523669951041839,34.043937648741426,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0200000,-0.0600000,4.4600000,2.8099999,2,-118.537677573506585,34.049967601539187,1
Destroyed (>50%),Single Family Residence Single Story,-0.0000000,-0.0400000,6.9299998,2.8099999,3,-118.537756521047058,34.049794069595102,1
Major (26-50%),Single Family Residence Multi Story,-0.0100000,-0.0400000,5.9000001,2.8099999,3,-118.537926869472713,34.049671728869903,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0000000,0.0000000,8.1800003,2.8099999,3,-118.538084377379647,34.049524006507241,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.1400000,7.4499998,2.8099999,3,-118.538380676794645,34.049330152660268,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.1000000,6.8699999,2.8000000,3,-118.538636454105458,34.049076738234341,1
Destroyed (>50%),Single Family Residence Single Story,0.1600000,0.2000000,9.2200003,2.9000001,2,-118.534048721118594,34.054397600375289,1
No Damage,Single Family Residence Single Story,-0.0700000,-0.0900000,7.8499999,2.9000001,3,-118.533720969888833,34.054176885359482,2
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0000000,9.0500002,2.9000001,2,-118.533802065301131,34.054596257985565,1
No Damage,Single Family Residence Single Story,-0.0200000,-0.0500000,8.9899998,2.7500000,2,-118.533148977513136,34.054185321566607,2
No Damage,Single Family Residence Single Story,0.0000000,-0.0900000,9.1300001,2.9000001,2,-118.533438862957013,34.054300757226414,2
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.1400000,0.7300000,3.1199999,2,-118.520386360743402,34.042030893790830,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1900000,0.7300000,3.1199999,2,-118.520234252609583,34.041900582321496,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,-0.0100000,4.9600000,3.1099999,3,-118.547034283572160,34.044608498256743,1
Destroyed (>50%),Utility Misc Structure,0.3500000,0.4600000,4.9600000,3.1099999,2,-118.547060565582470,34.044762639477661,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.0700000,1.0400000,3.1199999,2,-118.520548162597393,34.042161828095459,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.2100000,1.0400000,3.1199999,2,-118.520673733599409,34.042307867618241,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0100000,1.1799999,3.1199999,2,-118.520848240326501,34.042474897971879,1
Destroyed (>50%),Utility Misc Structure,0.0500000,0.0400000,3.0300000,2.8800001,3,-118.531353694417845,34.045031975621725,1
Destroyed (>50%),School,0.0400000,0.0500000,3.1099999,2.8800001,3,-118.531479573541972,34.044820431105101,1
No Damage,Utility Misc Structure,0.0600000,0.0000000,6.2800002,2.7500000,3,-118.532221953869197,34.045844809655115,2
No Damage,Utility Misc Structure,0.0200000,0.0700000,1.4700000,2.7500000,3,-118.530976620289096,34.046070589962682,2
Destroyed (>50%),School,0.1300000,0.1300000,7.9699998,2.8800001,2,-118.531848581697759,34.044702919213044,1
Destroyed (>50%),Utility Misc Structure,0.0300000,0.0900000,8.2500000,2.8800001,3,-118.531923945858509,34.044558408980045,1
Destroyed (>50%),Utility Misc Structure,0.0300000,0.0700000,8.1099997,2.8800001,2,-118.532253948266359,34.045169152546109,1
No Damage,Utility Misc Structure,-0.0000000,-0.0400000,8.1099997,2.8800001,2,-118.532303083417432,34.045265516350071,2
Destroyed (>50%),Utility Misc Structure,0.0100000,0.0300000,2.3199999,2.7500000,2,-118.531955454267091,34.046602234071301,1
No Damage,Utility Misc Structure,-0.0700000,-0.0500000,6.2800002,2.8800001,3,-118.532313393381941,34.045708985538127,2
No Damage,Single Family Residence Single Story,-0.0400000,-0.0900000,10.5699997,3.5699999,3,-118.549651137978572,34.058925109922882,2
Destroyed (>50%),Multi Family Residence Multi Story,-0.0100000,-0.0700000,1.0400000,2.8000000,3,-118.539976089230805,34.048624641492673,1
Destroyed (>50%),Multi Family Residence Multi Story,-0.0500000,-0.0800000,2.8000000,2.8000000,3,-118.540599654785254,34.048557925934993,1
Destroyed (>50%),Multi Family Residence Multi Story,0.1100000,0.1200000,2.5000000,2.8000000,3,-118.541099990347419,34.048327940926640,1
Destroyed (>50%),Multi Family Residence Multi Story,-0.0300000,-0.0600000,2.2000000,2.8000000,3,-118.541514484697586,34.048302672235671,1
Destroyed (>50%),Multi Family Residence Multi Story,0.0400000,0.0800000,2.2000000,2.8000000,3,-118.541293535070281,34.048320581157860,1
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0200000,4.6599998,3.4200001,3,-118.550012437690881,34.074048119298325,2
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.0400000,6.9000001,3.4200001,2,-118.549629275679479,34.073553573627173,1
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0300000,6.2300000,3.1500001,3,-118.549241376851640,34.073243287589122,2
No Damage,Single Family Residence Multi Story,0.0100000,0.0300000,6.6199999,3.1500001,2,-118.549021383031786,34.073028999302302,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0700000,7.5999999,3.1500001,3,-118.548849371824588,34.072779524297680,2
No Damage,Single Family Residence Multi Story,0.0200000,-0.0200000,7.5999999,3.1500001,2,-118.548777623382819,34.072669422956487,2
No Damage,Single Family Residence Multi Story,0.0800000,0.1200000,6.8699999,3.1500001,2,-118.548572750904214,34.072411147147143,2
No Damage,Single Family Residence Multi Story,0.0700000,0.0600000,5.9000001,3.3800001,2,-118.548305244290660,34.072228902312915,2
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0200000,9.0699997,3.1500001,2,-118.549457635476500,34.072171342184575,2
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0200000,7.9400001,3.1500001,2,-118.549859212951162,34.072799478039101,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0200000,8.4799995,3.1500001,2,-118.550249231803164,34.073147171377180,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0300000,7.6199999,3.4200001,2,-118.550478777409381,34.073329066000070,2
No Damage,Single Family Residence Multi Story,-0.0500000,-0.0700000,7.2199998,3.4200001,2,-118.550718521589033,34.073728576359144,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0300000,8.8500004,3.4200001,2,-118.550726632477719,34.073875859937935,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0300000,7.6900001,3.4200001,2,-118.550730892288797,34.074186119848136,2
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0100000,8.6999998,3.1700001,2,-118.551189212746820,34.073562246758947,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0100000,-0.0400000,8.6999998,3.1700001,2,-118.551232200726403,34.073670272415015,1
No Damage,Single Family Residence Multi Story,0.0400000,0.0300000,9.9700003,3.1700001,2,-118.551511592949453,34.074367162495548,2
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0900000,8.8599997,2.8399999,2,-118.535409437906978,34.050463440012074,1
Destroyed (>50%),Utility Misc Structure,0.2400000,0.2600000,8.8599997,2.8399999,2,-118.535326603356339,34.050238595817540,1
Affected (1-9%),Single Family Residence Multi Story,0.0200000,0.0500000,8.8599997,2.8099999,2,-118.535679435548786,34.050196898091365,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1300000,1.6700000,3.0999999,2,-118.522519661913847,34.042711088973235,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.1100000,2.0799999,3.0999999,2,-118.522366830636230,34.042589914122942,1
Destroyed (>50%),Utility Misc Structure,0.2700000,0.3600000,0.9300000,3.0999999,2,-118.522185606307403,34.042616753634022,1
Destroyed (>50%),Single Family Residence Multi Story,0.0500000,0.1000000,0.0000000,3.0999999,2,-118.522027521682062,34.042307775316893,1
Destroyed (>50%),Single Family Residence Single Story,0.1200000,0.2000000,0.0000000,3.0999999,2,-118.521867075385742,34.042184374977118,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.1000000,2.9400001,3.0999999,3,-118.522554821075744,34.042083849632732,1
Destroyed (>50%),Utility Misc Structure,0.1200000,0.1900000,0.4600000,3.1199999,2,-118.520692831782313,34.042606540224810,1
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.1200000,1.7700000,3.1199999,3,-118.520522437542624,34.042721055241593,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1500000,7.2300000,2.8000000,3,-118.542263605982654,34.049228989729549,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.0900000,8.3199997,2.8000000,3,-118.541965039219889,34.049256052663772,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0500000,-0.0300000,8.3199997,2.8000000,2,-118.541811479408665,34.049252453949038,1
